TSPY9,,,
FAM197Y2,,,
FAM197Y4,,,
FAM197Y8,,,
LINC03014,,,
FAM20C,,,
SERTAD4-AS1,,,
SERTAD4,,,
OR4C12,,,
OR4C48P,,,
ST13P19,,,
OR4C49P,,,
OR4C45,,,
HHAT,,,
GRK1,,,
LINC00552,,,
RNU5A-8P,,,
BPNT2P1,,,
ARHGEF19,,,
ANO7L1,,,
CPLANE2,,,
MT1XP1,,,
FBXO42,,,
SZRD1,,,
RPL22P3,,,
SPATA21,,,
NECAP2,,,
LINC01772,,,
CROCCP3,,,
RNU1-1,,,
LINC01783,,,
RNU1-6P,,,
PDE4DIPP8,,,
RNU1-2,,,
LINC03126,,,
RNU1-5P,,,
ELOCP5,,,
CDY10P,,,
EIF1AXP1,,,
RNU1-3,,,
RNU1-4,,,
PADI2,,,
USP9YP3,,,
USP9YP8,,,
CROCCP4,,,
CDY11P,,,
OFD1P16Y,,,
LINC01300,,,
GPR20,,,
ASTILCS,,,
PTP4A3,,,
HNRNPA1P38,,,
C8orf90,,,
MROH5,,,
NBPF1,,,
RPL14P5,,,
DHRSX-IT1,,,
DHRSX,,,
RNU6-1004P,,,
ORAI1,,,
LINC00685,,,
MIR6089,,,
LINC00102,,,
Metazoa_SRP,,,
FABP5P13,,,
KRT18P53,,,
SHOX,,,
MIR3690,,,
RNA5SP498,,,
CD99P1,,,
CRLF2,,,
ASMT,,,
ASMTL-AS1,,,
MIR4740,,,
MIR3186,,,
LINC01971,,,
ACTG1,,,
LINC00106,,,
LINC02968,,,
BAHCC1,,,
LINC03048,,,
LINC03112,,,
ZBED1,,,
PPP2R3B,,,
RPL21P63,,,
GCNT2P1,,,
C6orf52,,,
CD99,,,
PAK1IP1,,,
TMEM14C,,,
PLCXD1,,,
GCNT2,,,
P2RY8,,,
IL3RA,,,
GTPBP6,,,
SLC25A6,,,
ASMTL,,,
CSF2RA,,,
RNU5B-4P,,,
ECSCR,,,
SMIM33,,,
STING1,,,
CTBP2P1,,,
AKAP17A,,,
AMD1P2,,,
DPH3P2,,,
ELOCP24,,,
TRPC6P1,,,
DDX11L16,,,
WASH6P,,,
WASIR1,,,
IL9R,,,
VAMP7,,,
NCOA4P4,,,
TSPY24P,,,
ZNF92P1Y,,,
SERBP1P2,,,
TSPY12P,,,
DUX4L19,,,
OFD1P3Y,,,
RBMY2HP,,,
ELOCP35,,,
SLC9B1P1,,,
USP12PY,,,
KDM5DP1,,,
DUX4L17,,,
ZNF736P6Y,,,
TUSC2P1,,,
PUDPP1,,,
CDRT15P10,,,
RNF19BPY,,,
TUBB1P2,,,
ACTR3BP1,,,
RPS24P1,,,
RCC2P2,,,
ZNF736P8Y,,,
BPY2,,,
MTND1P12,,,
MTND6P1,,,
PABPC1P5,,,
RCC2P1,,,
SHROOM2P1,,,
DUX4L18,,,
ZNF736P11Y,,,
BPY2DP,,,
CHEK2P1,,,
ZNF886P,,,
ASS1P6,,,
SNX18P1Y,,,
MED14P1,,,
ZNF885P,,,
ARSFP1,,,
ZNF736P7Y,,,
SURF6P1,,,
ANKRD20A6P,,,
RBMY2KP,,,
TTTY19,,,
TTTY4,,,
MXRA5Y,,,
DUX4L16,,,
MTCYBP1,,,
TTTY17A,,,
AGPAT5P1,,,
FAM41AY1,,,
TRIM60P3Y,,,
MTND1P1,,,
PRRC2CP1,,,
ZNF736P10Y,,,
MTND2P3,,,
ARSDP1,,,
CDY4P,,,
UBE2V1P3,,,
FAM8A4P,,,
TRIM60P8Y,,,
MED13P1,,,
CYCSP46,,,
RNU6-303P,Gm22305,,
,Gm24615,,
RN7SL702P,,,
RNA5SP520,,,
RNA5SP521,,,
RNU6-109P,,,
RNU6-184P,,,
HSFY2,Hsfy2,HSF1,Hsf
HSFY2,Hsfy2,HMS2,Hsf
RNA5SP266,,,
GPM6BP2,,,
USP9YP2,,,
ELOCP14,,,
XKRYP2,,,
USP9YP10,,,
RNU1-41P,,,
OFD1P7Y,,,
MTCYBP2,,,
ZNF839P1,,,
CD24P4,,,
RNU6-255P,,,
GAPDHP19,,,
CLUHP1,,,
TAF9P1,,,
CDY5P,,,
ELOCP36,,,
ACTG1P2,,,
USP9YP23,,,
USP9YP27,,,
RNU1-128P,,,
TRAPPC2P3,,,
ELOCP6,,,
CDY6P,,,
USP9YP7,,,
USP9YP6,,,
CDY7P,,,
USP9YP34,,,
USP9YP32,,,
CDY8P,,,
ELOCP12,,,
TRAPPC2P8,,,
USP9YP15,,,
RNU1-95P,,,
USP9YP16,,,
ACTG1P11,,,
ELOCP26,,,
CDY9P,,,
TAF9P2,,,
CLUHP2,,,
RNA5SP522,,,
RNA5SP523,,,
TUBB1P1,,,
ELOCP13,,,
OFD1P4Y,,,
RNU1-48P,,,
USP9YP5,,,
XKRYP1,,,
ELOCP7,,,
USP9YP1,,,
GPM6BP1,,,
RAB9AP4,,,
TRAPPC2P7,,,
HSFY1,Hsfy2,HSF1,Hsf
HSFY1,Hsfy2,HMS2,Hsf
TGIF2LY,Tgif2lx1,,exd
TGIF2LY,Tgif2lx1,,achi
TGIF2LY,Tgif2lx1,,vis
TGIF2LY,Tgif2lx1,,hth
TGIF2LY,Tgif2lx2,,exd
TGIF2LY,Tgif2lx2,,achi
TGIF2LY,Tgif2lx2,,vis
TGIF2LY,Tgif2lx2,,hth
CDY2A,Cdyl,DCI1,CG14787
CDY2A,Cdyl,DCI1,HIPP1
CDY2A,Cdyl,DCI1,Dci
CDY2A,Cdyl,DCI1,CG8778
CDY2A,Cdyl,DCI1,Srlp
CDY2A,Cdyl,DCI1,CG5611
CDY2A,Cdyl,ECI1,CG14787
CDY2A,Cdyl,ECI1,HIPP1
CDY2A,Cdyl,ECI1,Dci
CDY2A,Cdyl,ECI1,CG8778
CDY2A,Cdyl,ECI1,Srlp
CDY2A,Cdyl,ECI1,CG5611
ZNF736P3Y,,,
TRIM60P9Y,,,
RN7SKP282,,,
RNU6-941P,,,
RNU6-521P,,,
SRIP3,,,
GOT2P5,,,
ATP5PFP1,,,
TRIM60P10Y,,,
ZNF736P2Y,,,
TRIM60P11Y,,,
ZNF736P1Y,,,
ZNF736P5Y,,,
BPY2C,,,
TTTY4C,,,
DAZ4,,,bol
ITGA9,,,
RPL21P135,,,
NDUFAF4P3,,,
RNU7-73P,,,
ITGA9-AS1,,,
CDY2B,Cdyl,DCI1,CG14787
CDY2B,Cdyl,DCI1,HIPP1
CDY2B,Cdyl,DCI1,Dci
CDY2B,Cdyl,DCI1,CG8778
CDY2B,Cdyl,DCI1,Srlp
CDY2B,Cdyl,DCI1,CG5611
CDY2B,Cdyl,ECI1,CG14787
CDY2B,Cdyl,ECI1,HIPP1
CDY2B,Cdyl,ECI1,Dci
CDY2B,Cdyl,ECI1,CG8778
CDY2B,Cdyl,ECI1,Srlp
CDY2B,Cdyl,ECI1,CG5611
RNU6-1334P,,,
SRY,Sry,,Sox100B
SRY,Sry,,Sox15
SRY,Sry,,Sox14
SRY,Sry,,Sox21a
SRY,Sry,,Sox102F
TOMM22P2,,,
RPS4Y1,,RPS4B,RpS4
RPS4Y1,,RPS4A,RpS4
NAP1L1P2,,,
EEF1A1P41,,,
PSMA6P1,,,
SFPQP1,,,
DPPA2P1,,,
CASKP1,,,
TMSB4Y,Tmsb4x,,
VCY,,,
DAZ3,,,bol
DAZ1,,,bol
SNORA70,,,
AMELY,,,
TBL1Y,Tbl1x,SIF2,ebi
DAZ2,,,bol
C1R,,,
AGKP1,,,
NLGN4Y-AS1,,,
CDY22P,,,
ELOCP17,,,
OFD1P18Y,,,
TRAPPC2P4,,,
RAB9AP3,,,
USP9YP20,,,
RNU1-40P,,,
USP9YP21,,,
XKRYP6,,,
ELOCP11,,,
CDY23P,,,
USP9YP26,,,
HSFY8P,,,
RNU6-1314P,Gm22281,,
CYCSP48,,,
VCY1B,,,
IBTK,,,
PNPLA4P1,,,
C1RL,,,
TBL1YP1,,,
RPS4Y2,,RPS4B,RpS4
RPS4Y2,,RPS4A,RpS4
HSFY4P,,,
GAPDHP17,,,
TMEM167AP1,,,
TOMM22P1,,,
NEFLP1,,,
PRORY,,,
TSPY14P,,,
RBMY1HP,,,
TTTY13,,,
HSFY6P,,,
USP9YP18,,,
CDY14P,,,
ELOCP16,,,
XKRYP3,,,
USP9YP25,,,
USP9YP29,,,
RNU1-97P,,,
RAB9AP1,,,
TRAPPC2P9,,,
OFD1P11Y,,,
RNU2-57P,Gm26020,,
VDAC1P6,,,
EIF4A1P2,,,
KRT18P10,,,
SNX3P1Y,,,
C1RL-AS1,,,
RPL26P37,,,
PCDH11Y,Pcdh11x,,
RBP5,,,
ELOCP9,,,
CDY15P,,,
XKRYP4,,,
USP9YP13,,,
USP9YP11,,,
RNU6-485P,,,
TTTY3B,,,
USP9YP12,,,
RNU1-86P,,,
RAB9AP5,,,
CLSTN3,,,
TRAPPC2P10,,,
OFD1P12Y,,,
ELOCP10,,,
CDY1B,Cdyl,DCI1,CG14787
CDY1B,Cdyl,DCI1,HIPP1
CDY1B,Cdyl,DCI1,Dci
CDY1B,Cdyl,DCI1,CG8778
CDY1B,Cdyl,DCI1,Srlp
CDY1B,Cdyl,DCI1,CG5611
CDY1B,Cdyl,ECI1,CG14787
CDY1B,Cdyl,ECI1,HIPP1
CDY1B,Cdyl,ECI1,Dci
CDY1B,Cdyl,ECI1,CG8778
CDY1B,Cdyl,ECI1,Srlp
CDY1B,Cdyl,ECI1,CG5611
CDY17P,,,
USP9YP35,,,
USP9YP31,,,
CDY18P,,,
RN7SL818P,,,
UBE2Q2P4Y,,,
LINC00265-2P,,,
CICP2,,,
RBMY2XP,,,
TTTY17B,,,
TRIM60P5Y,,,
ZNF736P12Y,,,
TTTY4B,,,
BPY2B,,,
ZNF736P4Y,,,
RBMY2YP,,,
CICP1,,,
LINC00265-3P,,,
UBE2Q2P5Y,,,
GOLGA2P3Y,,,
RN7SL725P,,,
CDY19P,,,
USP9YP36,,,
USP9YP33,,,
CDY20P,,,
ELOCP34,,,
OFD1P13Y,,,
TRAPPC2P5,,,
RAB9AP2,,,
USP9YP30,,,
RNU1-107P,,,
TTTY3,,,
USP9YP9,,,
USP9YP19,,,
XKRYP5,,,
CYCSP49,,,
SLC25A15P1,,,
PARP4P1,,,
CCNQP2,,,
CDY1,Cdyl,DCI1,CG14787
CDY1,Cdyl,DCI1,HIPP1
CDY1,Cdyl,DCI1,Dci
CDY1,Cdyl,DCI1,CG8778
CDY1,Cdyl,DCI1,Srlp
CDY1,Cdyl,DCI1,CG5611
CDY1,Cdyl,ECI1,CG14787
CDY1,Cdyl,ECI1,HIPP1
CDY1,Cdyl,ECI1,Dci
CDY1,Cdyl,ECI1,CG8778
CDY1,Cdyl,ECI1,Srlp
CDY1,Cdyl,ECI1,CG5611
RBMY1B,Rbmyf9,,
RBMY1B,Rbmyf8,,
RBMY1B,Rbmyf4,,
RBMY1B,Rbmyf5,,
RBMY1B,Rbmyf7,,
RBMY1B,Rbmyf2,,
RBMY1B,Rbmyf6,,
RBMY1B,Rbmyf3,,
RBMY1B,Rbmy,,
RBMY1B,Rbmyf1,,
RBMY1A1,Rbmyf9,,
RBMY1A1,Rbmyf8,,
RBMY1A1,Rbmyf4,,
RBMY1A1,Rbmyf5,,
RBMY1A1,Rbmyf7,,
RBMY1A1,Rbmyf2,,
RBMY1A1,Rbmyf6,,
RBMY1A1,Rbmyf3,,
RBMY1A1,Rbmy,,
RBMY1A1,Rbmyf1,,
PEX5,,,
RFTN1P1,,,
TTTY11,,,
ARSLP1,,,
OFD1P6Y,,,
XKRY,,,
XKRYP7,,,
HSFY3P,,,
TAB3P1,,,
ANOS2P,,,
RBMY2EP,,,
GOLGA2P2Y,,,
TXLNGY,,,
GYG2P1,,,
TSPY4,,NAP1,Nap1
TSPY4,,NAP1,CG3708
TSPY4,,NAP1,mil
TSPY4,,NAP1,Set
TSPY4,,VPS75,Nap1
TSPY4,,VPS75,CG3708
TSPY4,,VPS75,mil
TSPY4,,VPS75,Set
RNU6-130P,,,
TPBG,,,
FAM197Y6,,,
TSPY8,,NAP1,Nap1
TSPY8,,NAP1,CG3708
TSPY8,,NAP1,mil
TSPY8,,NAP1,Set
TSPY8,,VPS75,Nap1
TSPY8,,VPS75,CG3708
TSPY8,,VPS75,mil
TSPY8,,VPS75,Set
TSPY3,,NAP1,Nap1
TSPY3,,NAP1,CG3708
TSPY3,,NAP1,mil
TSPY3,,NAP1,Set
TSPY3,,VPS75,Nap1
TSPY3,,VPS75,CG3708
TSPY3,,VPS75,mil
TSPY3,,VPS75,Set
RBMY2CP,,,
RBMY2DP,,,
ZNF736P9Y,,,
PRKY,,,
BCORP1,,,
FAM197Y5,,,
TSPY1,,NAP1,Nap1
TSPY1,,NAP1,CG3708
TSPY1,,NAP1,mil
TSPY1,,NAP1,Set
TSPY1,,VPS75,Nap1
TSPY1,,VPS75,CG3708
TSPY1,,VPS75,mil
TSPY1,,VPS75,Set
TSPY9,,NAP1,Nap1
TSPY9,,NAP1,CG3708
TSPY9,,NAP1,mil
TSPY9,,NAP1,Set
TSPY9,,VPS75,Nap1
TSPY9,,VPS75,CG3708
TSPY9,,VPS75,mil
TSPY9,,VPS75,Set
FAM197Y3,,,
TSPY10,,NAP1,Nap1
TSPY10,,NAP1,CG3708
TSPY10,,NAP1,mil
TSPY10,,NAP1,Set
TSPY10,,VPS75,Nap1
TSPY10,,VPS75,CG3708
TSPY10,,VPS75,mil
TSPY10,,VPS75,Set
RPL30P4,,,
CNOT10-AS1,,,
SUGT1P2,,,
RPL23AP43,,,
TRIM71,,,
CNOT10,,,
FAM197Y1,,,
TTTY22,,,
TSPY18P,,,
RBMY2OP,,,
RBMY2QP,,,
TSPY20P,,,
TSPY5P,,,
RNA5SP518,,,
RNA5SP519,,,
DUX4L31,,,
PCMTD1P1,,,
CDC27P2,,,
RNA5-8SP6,,,
DLGAP5P1,,,
TTTY23B,,,
TSPY2,,NAP1,Nap1
TSPY2,,NAP1,CG3708
TSPY2,,NAP1,mil
TSPY2,,NAP1,Set
TSPY2,,VPS75,Nap1
TSPY2,,VPS75,CG3708
TSPY2,,VPS75,mil
TSPY2,,VPS75,Set
FAM197Y9,,,
TSPY19P,,,
LINC00280,,,
TSPY17P,,,
TTTY23,,,
FAM224B,,,
TTTY2B,,,
TTTY1B,,,
TTTY7,,,
TTTY8B,,,
NAA50P1,,,
OR8J2,,,
OR5T2,,,
OR5T3,,,
OR5T1,,,
OR8H1,,,
OR8I1P,,,
OR8K3,,,
TTTY10,,,
FAM8A2P,,,
OR8K2P,,,
OR8K1,,,
RPL5P29,,,
OR8J1,,,
OR8U8,,,
OR8U9,,,
OR8L1P,,,
TTTY16,,,
TTTY12,,,
TTTY2,,,
TTTY7B,,,
ZFY-AS1,,,
TTTY17C,,,
SEPTIN14P23,,,
ABCD1P4,,,
PABPC1P9,,,
SLC9B1P4,,,
ACTR3BP6,,,
FAM41AY2,,,
LINC00278,,,
TTTY1,,,
H3-4,,,
RPL23AP15,,,
H2AC25,,,
LINC00279,,,
H2BC26,,,
MIR4666A,,,
H2BC27P,,,
RNF187,,,
RNA5S1,,,
TTTY18,,,
RNA5S2,,,
RNA5S3,,,
RNA5S16,,,
RNA5S17,,,
RNA5SP18,,,
DUSP5P1,,,
FTH1P2,,,
RHOU,,,
BTNL10P,,,
TTTY8,,,
STSP1,,,
RBMY2JP,,,
XGY1,,,
RBMY2WP,,,
USP9YP28,,,
TTTY14,,,
OFD1P1Y,,,
USP9YP14,,,
RNASEH2CP1,,,
XGY2,,,
PPP1R12BP2,,,
REREP1Y,,,
GPR143YP,,,
OFD1P15Y,,,
REREP2Y,,,
PPP1R12BP1,,,
ANKRD36P1,,,
OFD1P2Y,,,
OFD1P5Y,,,
RBMY2TP,,,
OFD1P10Y,,,
ELP5,,,
GOLGA6L11P,,,
DNM1P24,,,
CSPG4P2Y,,,
CSPG4P3Y,,,
SEPTIN14P22,,,
CSPG4P4Y,,,
CSPG4P1Y,,,
DNM1P48,,,
GOLGA6L16P,,,
TPTE2P4,,,
TSPY7P,,,
TSPY6P,,,
TSPY15P,,,
CLDN7,,,
RBMY2NP,,,
TSPY13P,,,
TSPY11P,,,
RBMY2GP,,,
RBMY1D,Rbmyf9,,
RBMY1D,Rbmyf8,,
RBMY1D,Rbmyf4,,
RBMY1D,Rbmyf5,,
RBMY1D,Rbmyf7,,
RBMY1D,Rbmyf2,,
RBMY1D,Rbmyf6,,
RBMY1D,Rbmyf3,,
RBMY1D,Rbmy,,
RBMY1D,Rbmyf1,,
SLC2A4,,,
LEUTX,,,
RBMY1E,Rbmyf9,,
RBMY1E,Rbmyf8,,
RBMY1E,Rbmyf4,,
RBMY1E,Rbmyf5,,
RBMY1E,Rbmyf7,,
RBMY1E,Rbmyf2,,
RBMY1E,Rbmyf6,,
RBMY1E,Rbmyf3,,
RBMY1E,Rbmy,,
RBMY1E,Rbmyf1,,
DYRK1B,,,
YBX2,,,
RBMY2AP,,,
OFD1P8Y,,,
HSFY5P,,,
USP9YP17,,,
CDY12P,,,
ELOCP15,,,
EIF5A,,,
TTTY6B,,,
RBMY1F,Rbmyf9,,
RBMY1F,Rbmyf8,,
RBMY1F,Rbmyf4,,
RBMY1F,Rbmyf5,,
RBMY1F,Rbmyf7,,
RBMY1F,Rbmyf2,,
RBMY1F,Rbmyf6,,
RBMY1F,Rbmyf3,,
RBMY1F,Rbmy,,
RBMY1F,Rbmyf1,,
MIR6719,,,
FBL,,,
TSPY23P,,,
RBMY2UP,,,
RBMY1KP,,,
TTTY5,,,
TSPY22P,,,
RBMY2FP,,,
TTTY25P,,,
TSPY21P,,,
RBMY1J,Rbmyf9,,
RBMY1J,Rbmyf8,,
RBMY1J,Rbmyf4,,
RBMY1J,Rbmyf5,,
RBMY1J,Rbmyf7,,
RBMY1J,Rbmyf2,,
RBMY1J,Rbmyf6,,
RBMY1J,Rbmyf3,,
RBMY1J,Rbmy,,
RBMY1J,Rbmyf1,,
PRR13P5,,,
PSMC4,,,
GPS2,,,
ZNF546,,,
TTTY6,,,
ELOCP8,,,
CDY13P,,,
USP9YP24,,,
HSFY7P,,,
OFD1P9Y,,,
RBMY2BP,,,
ZNF780B,,,
FAM224A,,,
ZNF780A,,,
NEURL4,,,
TTTY9B,,,
TTTY9A,,,
NLGN4Y,Nlgn4l,,Est-P
NLGN4Y,Nlgn4l,,Est-6
NLGN4Y,Nlgn4l,,Jhe
NLGN4Y,Nlgn4l,,Jhedup
NLGN4Y,Nlgn4l,,CG4382
NLGN4Y,Nlgn4l,,CG4757
NLGN4Y,Nlgn4l,,CG3841
NLGN4Y,Nlgn4l,,alpha-Est9
NLGN4Y,Nlgn4l,,alpha-Est8
NLGN4Y,Nlgn4l,,alpha-Est7
NLGN4Y,Nlgn4l,,alpha-Est10
NLGN4Y,Nlgn4l,,alpha-Est1
NLGN4Y,Nlgn4l,,alpha-Est2
NLGN4Y,Nlgn4l,,gas
NLGN4Y,Nlgn4l,,alpha-Est5
NLGN4Y,Nlgn4l,,alpha-Est3
NLGN4Y,Nlgn4l,,alpha-Est6
NLGN4Y,Nlgn4l,,alpha-Est4
NLGN4Y,Nlgn4l,,CG9287
NLGN4Y,Nlgn4l,,CG9289
NLGN4Y,Nlgn4l,,Glt
FCGBP,,,
BRD7P1,,,
RN7SKP205,,,
LINC00596,,,
DHRS4-AS1,,,
DDX3Y,Ddx3y,,
DHRS4L1,,,
CARMIL3,,,
ACAP1,,,
CPNE6,,,
KCTD11,,,
FRG2,,,
FRG1,,,
TMEM95,,,
MLLT10P2,,,
TUBB7P,,,
RNA5SP174,,,
RNA5SP175,,,
DUX4L9,,,
RARRES2P4,,,
RPL23AP84,,,
DUX4L8,,,
DUX4,,,
USP9Y,Usp9y,,
NRL,,,
PCK2,,,
PIMREGP3,,,
RPL22P14,,,
GJA10,,,
CASP8AP2,,,
DCAF11,,,
WDR82P1,,,
UTY,Uty,CYC8,Utx
LINC01822,,,
FITM1,,,
PSME1,,,
NXNL2,,,
EMC9,,,
MIR4289,,,
PSME2,,,
KDM5D,Kdm5d,JHD2,Kdm5
MIR7703,,,
RNF31,,,
OBP2B,,,
LCN1P1,,,
LCN1P2,,,
SURF6,,,
MED22,,,
RNA5SP383,,,
IRF9,,,
RPL21P81,,,
RPL7A,,,
REC8,,,
SNORD24,,,
SNORD36B,,,
SNORD36A,,,
SNORD36C,,,
SURF1,,,
SURF2,,,
IPO4,,,
SURF4,,,
STKLD1,,,
REXO4,,,
ZFY,,,
ADAMTS13,,,
EIF1AY,Eif1ad14,TIF11,eIF1A
EIF1AY,Eif1ad18,TIF11,eIF1A
EIF1AY,Eif1ad17,TIF11,eIF1A
EIF1AY,Eif1ad8,TIF11,eIF1A
EIF1AY,Eif1ad16,TIF11,eIF1A
EIF1AY,Eif1a,TIF11,eIF1A
EIF1AY,Eif1ad6,TIF11,eIF1A
EIF1AY,Eif1ad13,TIF11,eIF1A
EIF1AY,Eif1ad11,TIF11,eIF1A
EIF1AY,Eif1ad7,TIF11,eIF1A
EIF1AY,Eif1ad19,TIF11,eIF1A
EIF1AY,Eif1ad3,TIF11,eIF1A
EIF1AY,Eif1ad12,TIF11,eIF1A
EIF1AY,Eif1ad2,TIF11,eIF1A
EIF1AY,Eif1ad15,TIF11,eIF1A
EIF1AY,Eif1ad4,TIF11,eIF1A
EIF1AY,Eif1ad10,TIF11,eIF1A
TM9SF1,,,
TSSK4,,,
RNU6-280P,,,
CHMP4A,,,
MDP1,,,
NEDD8-MDP1,,,
NEDD8,,,
CACFD1,,,
GMPR2,,,
SLC2A6,,,
ABO,,,
KAT6B,,,
TNK1,,,
PLSCR3,,,
TINF2,,,
TGM1,,,
TMEM256-PLSCR3,,,
TMEM256,,,
ISLR,,,
NLGN2,,,
RABGGTA,,,
STRA6,,,
SPEM1,,,
SPEM2,,,
SPEM3,,,
TMEM102,,,
FGF11,,,
CHRNB1,,,
ZBTB4,,,
SLC35G6,,,
POLR2A,,,
DHRS1,,,
NOP9,,,
DUSP29,,,
CIDEB,,,
LTB4R2,,,
LTB4R,,,
RPSAP28,,,
ALMS1-IT1,,,
ADCY4,,,
NAT8,,,
TPRKB,,,
DUSP11,,,
C2orf78,,,
NAT8B,,,
ALMS1P1,,,
CCDC33,,,
LTN1,,,
CCDC33-AS1,,,
CYP11A1,,,
RPL23P2,,,
RWDD2B,,,
USP16,,,
CCT8,,,
RIPK3,,,
LINC02255,,,
MAP3K7CL,,,
SEMA7A,,,
RPL12P9,,,
U3,,,
GAPDHP14,,,
NFATC4,,,
MIR6881,,,
UBL7,,,
APOB,,,
TDRD15,,,
DPPA2P2,,,
RPS6KA1,,,
UBL7-DT,,,
PPIAP46,,,
MIR1976,,,
RN7SL679P,,,
RNU7-29P,,,
SEL1L2,,,
RNU6-278P,,,
RPS3P1,,,
TRIM51FP,,,
GRM5P1,,,
SLC25A26,,,
DHRS4,,,
DHRS4L2,,,
RNU6-787P,,,
RN7SL482P,,,
MIR3649,,,
ADIPOR2,,,
RPS4XP14,,,
CACNA2D4,,,
INPP5D,,,
RN7SL32P,,,
ATG16L1,,,
EI24P3,,,
ZKSCAN7,,,
ZKSCAN7-AS1,,,
ZNF660,,,
MPRIPP1,,,
ZNF197,,,
ZNF197-AS1,,,
ZNF35,,,
SOCS5P3,,,
ZNF502,,,
ZNF501,,,
KIAA1143,,,
KIF15,,,
EP400P1,,,
LRTM2,,,
DDX51,,,
LINC00940,,,
DCP1B,,,
SCARNA5,,,
SCARNA6,,,
SAG,,,
NOC4L,,,
CENATAC-DT,,,
CENATAC,,,
CACNA1C-IT1,,,
