gene,disease,module_id,module_degree,global_degree,module_size,species,node_conservation,BSR,mod_deg_norm,mod_z_score
ROR2,AD,0,1,1,194,yeast,0.2065217391304347,0.04205180294565769,0.0051813471502590676,-0.08568737714788395
ROR2,AD,0,1,1,194,fly,0.4855072463768116,0.1924834941594718,0.0051813471502590676,-0.08568737714788395
AHNAK2,AD,0,1,1,194,mouse,0.8876811594202898,0.2562173643685282,0.0051813471502590676,-0.08568737714788395
AHNAK2,AD,0,1,1,194,yeast,0.2065217391304347,0.0031684219842463934,0.0051813471502590676,-0.08568737714788395
AHNAK2,AD,0,1,1,194,fly,0.4855072463768116,0.0031330206212939198,0.0051813471502590676,-0.08568737714788395
RPL38,AD,0,1,1,194,mouse,0.8876811594202898,0.9854014598540146,0.0051813471502590676,-0.08568737714788395
RPL38,AD,0,1,1,194,yeast,0.2065217391304347,0.4613138686131387,0.0051813471502590676,-0.08568737714788395
RPL38,AD,0,1,1,194,fly,0.4855072463768116,0.781021897810219,0.0051813471502590676,-0.08568737714788395
MTAP,AD,0,1,1,194,mouse,0.8876811594202898,0.8896,0.0051813471502590676,-0.08568737714788395
MTAP,AD,0,1,1,194,yeast,0.2065217391304347,0.24,0.0051813471502590676,-0.08568737714788395
MTAP,AD,0,1,1,194,fly,0.4855072463768116,0.5616,0.0051813471502590676,-0.08568737714788395
DCLRE1B,AD,0,1,1,194,mouse,0.8876811594202898,0.7509090909090909,0.0051813471502590676,-0.08568737714788395
DCLRE1B,AD,0,1,1,194,yeast,0.2065217391304347,0.08890909090909091,0.0051813471502590676,-0.08568737714788395
DCLRE1B,AD,0,1,1,194,fly,0.4855072463768116,0.12272727272727273,0.0051813471502590676,-0.08568737714788395
EPHA5,AD,0,1,1,194,mouse,0.8876811594202898,0.9658356417359187,0.0051813471502590676,-0.08568737714788395
EPHA5,AD,0,1,1,194,yeast,0.2065217391304347,0.05124653739612189,0.0051813471502590676,-0.08568737714788395
EPHA5,AD,0,1,1,194,fly,0.4855072463768116,0.3508771929824561,0.0051813471502590676,-0.08568737714788395
ACOT7,AD,0,1,1,194,mouse,0.8876811594202898,0.8810126582278481,0.0051813471502590676,-0.08568737714788395
ACOT7,AD,0,1,1,194,yeast,0.2065217391304347,0.036075949367088606,0.0051813471502590676,-0.08568737714788395
ACOT7,AD,0,1,1,194,fly,0.4855072463768116,0.05113924050632911,0.0051813471502590676,-0.08568737714788395
COPS6,AD,0,1,1,194,mouse,0.8876811594202898,0.9751098096632503,0.0051813471502590676,-0.08568737714788395
COPS6,AD,0,1,1,194,yeast,0.2065217391304347,0.11112737920937044,0.0051813471502590676,-0.08568737714788395
COPS6,AD,0,1,1,194,fly,0.4855072463768116,0.6046852122986823,0.0051813471502590676,-0.08568737714788395
HAT1,AD,0,1,1,194,mouse,0.8876811594202898,0.9346330275229358,0.0051813471502590676,-0.08568737714788395
HAT1,AD,0,1,1,194,yeast,0.2065217391304347,0.13876146788990826,0.0051813471502590676,-0.08568737714788395
HAT1,AD,0,1,1,194,fly,0.4855072463768116,0.3555045871559633,0.0051813471502590676,-0.08568737714788395
GSPT1,AD,0,1,1,194,mouse,0.8876811594202898,0.9912195121951219,0.0051813471502590676,-0.08568737714788395
GSPT1,AD,0,1,1,194,yeast,0.2065217391304347,0.4995121951219512,0.0051813471502590676,-0.08568737714788395
GSPT1,AD,0,1,1,194,fly,0.4855072463768116,0.6741463414634147,0.0051813471502590676,-0.08568737714788395
CDV3,AD,0,1,1,194,mouse,0.8876811594202898,0.6525911708253359,0.0051813471502590676,-0.08568737714788395
CDV3,AD,0,1,1,194,yeast,0.2065217391304347,0.06065259117082534,0.0051813471502590676,-0.08568737714788395
CDV3,AD,0,1,1,194,fly,0.4855072463768116,0.06506717850287908,0.0051813471502590676,-0.08568737714788395
DNAJC13,AD,0,1,1,194,mouse,0.8876811594202898,0.9747485555317783,0.0051813471502590676,-0.08568737714788395
DNAJC13,AD,0,1,1,194,yeast,0.2065217391304347,0.009715386261502246,0.0051813471502590676,-0.08568737714788395
DNAJC13,AD,0,1,1,194,fly,0.4855072463768116,0.37063984592338967,0.0051813471502590676,-0.08568737714788395
PDAP1,AD,0,1,1,194,mouse,0.8876811594202898,0.9744318181818182,0.0051813471502590676,-0.08568737714788395
PDAP1,AD,0,1,1,194,yeast,0.2065217391304347,0.08210227272727272,0.0051813471502590676,-0.08568737714788395
PDAP1,AD,0,1,1,194,fly,0.4855072463768116,0.27897727272727274,0.0051813471502590676,-0.08568737714788395
EIF3E,AD,0,1,1,194,mouse,0.8876811594202898,0.8772426817752597,0.0051813471502590676,-0.08568737714788395
EIF3E,AD,0,1,1,194,yeast,0.2065217391304347,0.029461756373937678,0.0051813471502590676,-0.08568737714788395
EIF3E,AD,0,1,1,194,fly,0.4855072463768116,0.509915014164306,0.0051813471502590676,-0.08568737714788395
FBXO10,AD,0,1,1,194,mouse,0.8876811594202898,0.9458227848101266,0.0051813471502590676,-0.08568737714788395
FBXO10,AD,0,1,1,194,yeast,0.2065217391304347,0.01620253164556962,0.0051813471502590676,-0.08568737714788395
FBXO10,AD,0,1,1,194,fly,0.4855072463768116,0.08455696202531646,0.0051813471502590676,-0.08568737714788395
RANBP1,AD,0,1,1,194,mouse,0.8876811594202898,0.6549295774647887,0.0051813471502590676,-0.08568737714788395
RANBP1,AD,0,1,1,194,yeast,0.2065217391304347,0.27816901408450706,0.0051813471502590676,-0.08568737714788395
RANBP1,AD,0,1,1,194,fly,0.4855072463768116,0.18485915492957747,0.0051813471502590676,-0.08568737714788395
HIVEP1,AD,0,1,1,194,mouse,0.8876811594202898,0.6386841632212835,0.0051813471502590676,-0.08568737714788395
HIVEP1,AD,0,1,1,194,yeast,0.2065217391304347,0.010174366349092216,0.0051813471502590676,-0.08568737714788395
HIVEP1,AD,0,1,1,194,fly,0.4855072463768116,0.03343519683623944,0.0051813471502590676,-0.08568737714788395
FBXL4,AD,0,1,1,194,mouse,0.8876811594202898,0.9284603421461898,0.0051813471502590676,-0.08568737714788395
FBXL4,AD,0,1,1,194,yeast,0.2065217391304347,0.0380248833592535,0.0051813471502590676,-0.08568737714788395
FBXL4,AD,0,1,1,194,fly,0.4855072463768116,0.21228615863141523,0.0051813471502590676,-0.08568737714788395
ROR1,AD,0,1,1,194,mouse,0.8876811594202898,0.9723926380368099,0.0051813471502590676,-0.08568737714788395
ROR1,AD,0,1,1,194,yeast,0.2065217391304347,0.04570552147239264,0.0051813471502590676,-0.08568737714788395
ROR1,AD,0,1,1,194,fly,0.4855072463768116,0.20449897750511248,0.0051813471502590676,-0.08568737714788395
METTL21A,AD,0,1,1,194,mouse,0.8876811594202898,0.7852760736196319,0.0051813471502590676,-0.08568737714788395
METTL21A,AD,0,1,1,194,yeast,0.2065217391304347,0.17791411042944785,0.0051813471502590676,-0.08568737714788395
METTL21A,AD,0,1,1,194,fly,0.4855072463768116,0.11738241308793455,0.0051813471502590676,-0.08568737714788395
CHAT,AD,0,3,4,194,mouse,0.8876811594202898,0.7400257400257401,0.015544041450777202,0.06267730251441389
CHAT,AD,0,3,4,194,yeast,0.2065217391304347,0.1718146718146718,0.015544041450777202,0.06267730251441389
CHAT,AD,0,3,4,194,fly,0.4855072463768116,0.30115830115830117,0.015544041450777202,0.06267730251441389
RTCB,AD,0,1,2,194,mouse,0.8876811594202898,0.9942965779467681,0.0051813471502590676,-0.08568737714788395
RTCB,AD,0,1,2,194,yeast,0.2065217391304347,0.032224334600760456,0.0051813471502590676,-0.08568737714788395
RTCB,AD,0,1,2,194,fly,0.4855072463768116,0.8507604562737643,0.0051813471502590676,-0.08568737714788395
TPD52L2,AD,0,1,2,194,mouse,0.8876811594202898,0.7762863534675615,0.0051813471502590676,-0.08568737714788395
TPD52L2,AD,0,1,2,194,yeast,0.2065217391304347,0.06196868008948546,0.0051813471502590676,-0.08568737714788395
TPD52L2,AD,0,1,2,194,fly,0.4855072463768116,0.21543624161073824,0.0051813471502590676,-0.08568737714788395
ADRM1,AD,0,1,2,194,mouse,0.8876811594202898,0.9634591961023142,0.0051813471502590676,-0.08568737714788395
ADRM1,AD,0,1,2,194,yeast,0.2065217391304347,0.041291108404384894,0.0051813471502590676,-0.08568737714788395
ADRM1,AD,0,1,2,194,fly,0.4855072463768116,0.34226552984165654,0.0051813471502590676,-0.08568737714788395
NEDD8,AD,0,1,2,194,mouse,0.8876811594202898,0.9811320754716981,0.0051813471502590676,-0.08568737714788395
NEDD8,AD,0,1,2,194,yeast,0.2065217391304347,0.5836477987421383,0.0051813471502590676,-0.08568737714788395
NEDD8,AD,0,1,2,194,fly,0.4855072463768116,0.9056603773584906,0.0051813471502590676,-0.08568737714788395
TCEB1,AD,0,1,1,194,mouse,0.8876811594202898,0.0,0.0051813471502590676,-0.08568737714788395
TCEB1,AD,0,1,1,194,yeast,0.2065217391304347,0.0,0.0051813471502590676,-0.08568737714788395
TCEB1,AD,0,1,1,194,fly,0.4855072463768116,0.0,0.0051813471502590676,-0.08568737714788395
RBX1,AD,0,1,1,194,mouse,0.8876811594202898,1.0,0.0051813471502590676,-0.08568737714788395
RBX1,AD,0,1,1,194,yeast,0.2065217391304347,0.6123348017621145,0.0051813471502590676,-0.08568737714788395
RBX1,AD,0,1,1,194,fly,0.4855072463768116,0.8546255506607929,0.0051813471502590676,-0.08568737714788395
DNAJB14,AD,0,1,1,194,mouse,0.8876811594202898,0.9419924337957125,0.0051813471502590676,-0.08568737714788395
DNAJB14,AD,0,1,1,194,yeast,0.2065217391304347,0.10441361916771752,0.0051813471502590676,-0.08568737714788395
DNAJB14,AD,0,1,1,194,fly,0.4855072463768116,0.3442622950819672,0.0051813471502590676,-0.08568737714788395
MST1R,AD,0,1,1,194,mouse,0.8876811594202898,0.717100633356791,0.0051813471502590676,-0.08568737714788395
MST1R,AD,0,1,1,194,yeast,0.2065217391304347,0.034025334271639694,0.0051813471502590676,-0.08568737714788395
MST1R,AD,0,1,1,194,fly,0.4855072463768116,0.07072484166080226,0.0051813471502590676,-0.08568737714788395
MERTK,AD,0,1,1,194,mouse,0.8876811594202898,0.8020329138431752,0.0051813471502590676,-0.08568737714788395
MERTK,AD,0,1,1,194,yeast,0.2065217391304347,0.04419167473378509,0.0051813471502590676,-0.08568737714788395
MERTK,AD,0,1,1,194,fly,0.4855072463768116,0.10939012584704744,0.0051813471502590676,-0.08568737714788395
KCNIP4,AD,0,1,2,194,mouse,0.8876811594202898,0.9961759082217974,0.0051813471502590676,-0.08568737714788395
KCNIP4,AD,0,1,2,194,yeast,0.2065217391304347,0.3154875717017208,0.0051813471502590676,-0.08568737714788395
KCNIP4,AD,0,1,2,194,fly,0.4855072463768116,0.45124282982791586,0.0051813471502590676,-0.08568737714788395
ARHGAP1,AD,0,1,1,194,mouse,0.8876811594202898,0.967670011148272,0.0051813471502590676,-0.08568737714788395
ARHGAP1,AD,0,1,1,194,yeast,0.2065217391304347,0.09531772575250837,0.0051813471502590676,-0.08568737714788395
ARHGAP1,AD,0,1,1,194,fly,0.4855072463768116,0.29431438127090304,0.0051813471502590676,-0.08568737714788395
RC3H1,AD,0,1,1,194,mouse,0.8876811594202898,0.9227115716753023,0.0051813471502590676,-0.08568737714788395
RC3H1,AD,0,1,1,194,yeast,0.2065217391304347,0.01614853195164076,0.0051813471502590676,-0.08568737714788395
RC3H1,AD,0,1,1,194,fly,0.4855072463768116,0.2603626943005181,0.0051813471502590676,-0.08568737714788395
NEDD1,AD,0,1,1,194,mouse,0.8876811594202898,0.8591342626559061,0.0051813471502590676,-0.08568737714788395
NEDD1,AD,0,1,1,194,yeast,0.2065217391304347,0.04042553191489362,0.0051813471502590676,-0.08568737714788395
NEDD1,AD,0,1,1,194,fly,0.4855072463768116,0.06272927366104182,0.0051813471502590676,-0.08568737714788395
MAGED2,AD,0,1,1,194,mouse,0.8876811594202898,0.7757920389926889,0.0051813471502590676,-0.08568737714788395
MAGED2,AD,0,1,1,194,yeast,0.2065217391304347,0.026563769293257516,0.0051813471502590676,-0.08568737714788395
MAGED2,AD,0,1,1,194,fly,0.4855072463768116,0.061982128350934196,0.0051813471502590676,-0.08568737714788395
HSPBP1,AD,0,2,2,194,mouse,0.8876811594202898,0.8272980501392758,0.010362694300518135,-0.011505037316735026
HSPBP1,AD,0,2,2,194,yeast,0.2065217391304347,0.06657381615598885,0.010362694300518135,-0.011505037316735026
HSPBP1,AD,0,2,2,194,fly,0.4855072463768116,0.08579387186629527,0.010362694300518135,-0.011505037316735026
MUSK,AD,0,1,1,194,mouse,0.8876811594202898,0.9262340543538546,0.0051813471502590676,-0.08568737714788395
MUSK,AD,0,1,1,194,yeast,0.2065217391304347,0.04614531336661121,0.0051813471502590676,-0.08568737714788395
MUSK,AD,0,1,1,194,fly,0.4855072463768116,0.21408763172490294,0.0051813471502590676,-0.08568737714788395
EIF4B,AD,0,1,1,194,mouse,0.8876811594202898,0.8352553542009885,0.0051813471502590676,-0.08568737714788395
EIF4B,AD,0,1,1,194,yeast,0.2065217391304347,0.048187808896210875,0.0051813471502590676,-0.08568737714788395
EIF4B,AD,0,1,1,194,fly,0.4855072463768116,0.10543657331136738,0.0051813471502590676,-0.08568737714788395
TAGLN,AD,0,1,1,194,mouse,0.8876811594202898,0.9784688995215312,0.0051813471502590676,-0.08568737714788395
TAGLN,AD,0,1,1,194,yeast,0.2065217391304347,0.1686602870813397,0.0051813471502590676,-0.08568737714788395
TAGLN,AD,0,1,1,194,fly,0.4855072463768116,0.2799043062200957,0.0051813471502590676,-0.08568737714788395
FLT4,AD,0,1,1,194,mouse,0.8876811594202898,0.8559830568302154,0.0051813471502590676,-0.08568737714788395
FLT4,AD,0,1,1,194,yeast,0.2065217391304347,0.031133074479350514,0.0051813471502590676,-0.08568737714788395
FLT4,AD,0,1,1,194,fly,0.4855072463768116,0.13413342746205437,0.0051813471502590676,-0.08568737714788395
EPHA4,AD,0,1,1,194,mouse,0.8876811594202898,0.9868804664723032,0.0051813471502590676,-0.08568737714788395
EPHA4,AD,0,1,1,194,yeast,0.2065217391304347,0.05102040816326531,0.0051813471502590676,-0.08568737714788395
EPHA4,AD,0,1,1,194,fly,0.4855072463768116,0.36977648202137997,0.0051813471502590676,-0.08568737714788395
TTC1,AD,0,1,1,194,mouse,0.8876811594202898,0.7912457912457912,0.0051813471502590676,-0.08568737714788395
TTC1,AD,0,1,1,194,yeast,0.2065217391304347,0.1037037037037037,0.0051813471502590676,-0.08568737714788395
TTC1,AD,0,1,1,194,fly,0.4855072463768116,0.3787878787878788,0.0051813471502590676,-0.08568737714788395
BRAF,AD,0,1,1,194,mouse,0.8876811594202898,0.905727923627685,0.0051813471502590676,-0.08568737714788395
BRAF,AD,0,1,1,194,yeast,0.2065217391304347,0.06980906921241051,0.0051813471502590676,-0.08568737714788395
BRAF,AD,0,1,1,194,fly,0.4855072463768116,0.35381861575178997,0.0051813471502590676,-0.08568737714788395
VBP1,AD,0,1,2,194,mouse,0.8876811594202898,0.9557739557739557,0.0051813471502590676,-0.08568737714788395
VBP1,AD,0,1,2,194,yeast,0.2065217391304347,0.3095823095823096,0.0051813471502590676,-0.08568737714788395
VBP1,AD,0,1,2,194,fly,0.4855072463768116,0.4963144963144963,0.0051813471502590676,-0.08568737714788395
RAD18,AD,0,2,3,194,mouse,0.8876811594202898,0.6683070866141733,0.010362694300518135,-0.011505037316735026
RAD18,AD,0,2,3,194,yeast,0.2065217391304347,0.09438976377952757,0.010362694300518135,-0.011505037316735026
RAD18,AD,0,2,3,194,fly,0.4855072463768116,0.04438976377952756,0.010362694300518135,-0.011505037316735026
KTN1,AD,0,1,1,194,mouse,0.8876811594202898,0.7500928332714445,0.0051813471502590676,-0.08568737714788395
KTN1,AD,0,1,1,194,yeast,0.2065217391304347,0.013293724470850352,0.0051813471502590676,-0.08568737714788395
KTN1,AD,0,1,1,194,fly,0.4855072463768116,0.019012253991830673,0.0051813471502590676,-0.08568737714788395
KDM1A,AD,0,3,6,194,mouse,0.8876811594202898,0.9508015478164732,0.015544041450777202,0.06267730251441389
KDM1A,AD,0,3,6,194,yeast,0.2065217391304347,0.054063018242122715,0.015544041450777202,0.06267730251441389
KDM1A,AD,0,3,6,194,fly,0.4855072463768116,0.4671088999447208,0.015544041450777202,0.06267730251441389
NUDT5,AD,0,1,1,194,mouse,0.8876811594202898,0.8020833333333334,0.0051813471502590676,-0.08568737714788395
NUDT5,AD,0,1,1,194,yeast,0.2065217391304347,0.29791666666666666,0.0051813471502590676,-0.08568737714788395
